file_path,column_name,inferred_type,null_count,sample_values,notes
data/processed/forecast_viewer_model_outputs.csv,run_id,text_like,0,full_baseline_20260611_103953 | challenger_metrics_scoring,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs.csv,source_artifact,text_like,0,outputs/model_lab/full_baseline/full_baseline_forecasts.csv | outputs/model_lab/challenger_metrics/challenger_actual_forecast_join.csv,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs.csv,is_baseline,boolean_like,0,True | False,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs.csv,is_challenger,boolean_like,0,False | True,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs.csv,is_deferred,boolean_like,0,False,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs.csv,is_selected_champion,boolean_like,0,False | True,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs.csv,risk_status,text_like,0,ok | high_risk,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs.csv,lower_bound,all_null_or_empty,20000,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs.csv,upper_bound,all_null_or_empty,20000,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs.csv,interval_level,all_null_or_empty,20000,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs_manifest.csv,key,text_like,0,artifact_name | artifact_path | artifact_format | build_timestamp | forecast_type,sampled first rows; null_count is sample-based for large files
data/processed/forecast_viewer_model_outputs_manifest.csv,value,text_like,0,forecast_viewer_model_outputs.csv | data\processed\forecast_viewer_model_outputs.csv | csv_fallback | 2026-06-18 20:53:18 | backtest_historical_comparison,sampled first rows; null_count is sample-based for large files
data/processed/forecasts.csv,entity_key,text_like,0,APC-Dedicated | APC-MSIT | APC-Multitenant | ARE-Go Local | AUS-Go Local,sampled first rows; null_count is sample-based for large files
data/processed/forecasts.csv,date,date_like,0,2026-04-28 | 2026-04-29 | 2026-04-30 | 2026-05-01 | 2026-05-02,sampled first rows; null_count is sample-based for large files
data/processed/forecasts.csv,forecast_value,numeric_like,0,29.104001000000004 | 29.11344191893224 | 29.12288283786448 | 29.13232375679672 | 29.14176467572896,sampled first rows; null_count is sample-based for large files
data/processed/forecasts.csv,model_version,text_like,0,FixedGrowth1% | ExponentialSmoothing_ARIMA_Ensemble | FixedGrowth3%_FixedGrowth1%_Ensemble | FixedGrowth4%_ARIMA_Ensemble | ARIMA,sampled first rows; null_count is sample-based for large files
data/processed/forecasts.csv,forecast_version,date_like,0,2026-05-01,sampled first rows; null_count is sample-based for large files
data/processed/forecasts.csv,scenario,text_like,0,Enterprise,sampled first rows; null_count is sample-based for large files
data/processed/forecasts.csv,resource,text_like,0,HDD,sampled first rows; null_count is sample-based for large files
data/processed/forecasts.csv,value_type,text_like,0,Forecast-Mean,sampled first rows; null_count is sample-based for large files
data/processed/forecasts.csv,source_file,text_like,0,hdd_region_forecasts.csv,sampled first rows; null_count is sample-based for large files
data/processed/actuals.csv,entity_key,text_like,0,APC-Dedicated | APC-MSIT | APC-Multitenant | ARE-Go Local | AUS-Go Local,sampled first rows; null_count is sample-based for large files
data/processed/actuals.csv,date,date_like,0,2019-07-01 | 2019-07-02 | 2019-07-03 | 2019-07-04 | 2019-07-05,sampled first rows; null_count is sample-based for large files
data/processed/actuals.csv,actual_value,numeric_like,0,120.227 | 120.873 | 121.788 | 122.638 | 123.561,sampled first rows; null_count is sample-based for large files
data/processed/actuals.csv,forecast_version,date_like,0,2026-05-01,sampled first rows; null_count is sample-based for large files
data/processed/actuals.csv,scenario,text_like,0,Enterprise,sampled first rows; null_count is sample-based for large files
data/processed/actuals.csv,resource,text_like,0,HDD,sampled first rows; null_count is sample-based for large files
data/processed/actuals.csv,source_file,text_like,0,hdd_region_actuals.csv,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,entity_key,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,date,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,actual_value,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,forecast_value,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,model_version,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,forecast_version,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,scenario,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,resource,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,value_type,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,horizon_days,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/forecast_comparison.csv,horizon_bucket,all_null_or_empty,0,,sampled first rows; null_count is sample-based for large files
data/processed/entities.csv,entity_key,text_like,0,APC-Dedicated | APC-MSIT | APC-Multitenant | ARE-Go Local | AUS-Go Local,sampled first rows; null_count is sample-based for large files
data/processed/entities.csv,first_actual_date,date_like,0,2019-07-01 | 2025-04-02 | 2020-09-22 | 2019-09-28 | 2025-04-18,sampled first rows; null_count is sample-based for large files
data/processed/entities.csv,last_actual_date,date_like,0,2026-04-27,sampled first rows; null_count is sample-based for large files
data/processed/entities.csv,first_forecast_date,date_like,0,2026-04-28,sampled first rows; null_count is sample-based for large files
data/processed/entities.csv,last_forecast_date,date_like,0,2030-04-13 | 2030-04-21 | 2030-04-20 | 2030-04-17 | 2030-04-25,sampled first rows; null_count is sample-based for large files
data/processed/entities.csv,actual_rows,integer_like,0,2491 | 2493 | 391 | 2044 | 2404,sampled first rows; null_count is sample-based for large files
data/processed/entities.csv,forecast_rows,integer_like,0,1447 | 1455 | 1454 | 1451 | 1459,sampled first rows; null_count is sample-based for large files
data/processed/entities.csv,model_count,boolean_like,0,1,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,model_name,text_like,0,ARIMA_Fixed | ETS_Current | LinearRegression | FixedGrowth_1_5 | FixedGrowth_3,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,model_origin,text_like,0,baseline | challenger,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,model_family,text_like,0,statistical | machine_learning | growth_baseline | lightweight_neural | deep_learning,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,final_status,text_like,0,active_tournament_model | selected_champion | deferred_runtime_impractical | deferred_dependency_blocked,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,included_in_tournament,boolean_like,0,True | False,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,eligible_for_champion,boolean_like,0,True | False,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,selected_champion,boolean_like,0,False | True,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,deferred_reason,text_like,13,deferred_runtime_impractical | deferred_dependency_blocked,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,risk_flag,boolean_like,0,False | True,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_final_model_universe.csv,created_timestamp,date_like,0,2026-06-13T20:36:01,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,selected_champion_model,text_like,0,ETS Explicit,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,model_origin,text_like,0,challenger,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,model_family,text_like,0,statistical,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,decision_type,text_like,0,CHAMPION_SELECTED_WITH_CONDITIONS,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,decision_confidence,text_like,0,medium,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,official_median_mase,numeric_like,0,6.901143533373399,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,official_median_rmsse,numeric_like,0,1.856193218184295,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,supported_better_count,integer_like,0,8,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,supported_worse_count,boolean_like,0,0,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,conditions,text_like,0,Proceed through 5.31B closure pack; retain FastNeuralAR_MLP high-risk investigation and NBEATS/NHITS exclusion notes as non-champion conditions.,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_champion_summary.csv,created_timestamp,date_like,0,2026-06-13T20:36:01,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,metric_name,text_like,0,final_baseline_models | final_challenger_models | tournament_models | official_challenger_forecast_rows | challenger_metric_rows,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,metric_value,text_like,0,7 | 6 | 13 | 81720 | 2724,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,metric_context,text_like,0,Official baseline models | Final audited challengers | Baseline + challenger tournament universe | Official challenger forecast rows | Challenger entity-window metric rows,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,dashboard_section,text_like,0,Executive Summary | Tournament Standings | Challenger Metrics | Pairwise Evidence | Champion Decision,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_key_results.csv,created_timestamp,date_like,0,2026-06-13T20:36:01,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,risk_id,text_like,0,R-001 | R-002 | R-003 | R-004 | R-005,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,risk_type,text_like,0,model_behavior | deferred_model | decision_condition | audit_condition | sanity_review,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,risk_level,text_like,0,high | medium | advisory | minor,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,model_name,text_like,0,FastNeuralAR_MLP | NBEATS | NHITS | ETS Explicit | Audit #4,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,risk_description,text_like,0,High MASE/RMSSE; possible scale or recursive collapse issue | deferred_runtime_impractical | deferred_dependency_blocked | Champion selected with conditions; confidence is medium | Approve with conditions,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,impact,text_like,0,Not champion eligible; future investigation required | Not included in final tournament | Closure pack and final audit must preserve caveats | Conditions carried into tournament and closure | Non-blocking; document for final audit,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,decision_treatment,text_like,0,carried_forward | documented_deferred | selected_with_conditions | reviewed_not_selected,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,carry_forward_to_dashboard,boolean_like,0,True,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,carry_forward_to_future_work,boolean_like,0,True | False,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_risk_register_final.csv,created_timestamp,date_like,0,2026-06-13T20:36:01,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_deferred_models.csv,model_name,text_like,0,NBEATS | NHITS,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_deferred_models.csv,model_family,text_like,0,deep_learning,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_deferred_models.csv,deferred_reason,text_like,0,runtime impractical for MVP / current environment | Python 3.14 / neuralforecast / ray dependency incompatibility,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_deferred_models.csv,deferred_stage,text_like,0,5.29D-Recovery,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_deferred_models.csv,future_resolution_option,text_like,0,run in stronger VM/container/GPU or optimized batch execution | Python 3.11/3.12 environment or alternative implementation,sampled first rows; null_count is sample-based for large files
outputs/model_lab/model_lab_closure_pack/model_lab_deferred_models.csv,created_timestamp,date_like,0,2026-06-13T20:36:01,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision.csv,run_id,text_like,0,champion_decision,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision.csv,decision,text_like,0,CHAMPION_SELECTED_WITH_CONDITIONS,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision.csv,selected_champion_model,text_like,0,ETS Explicit,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision.csv,selected_champion_origin,text_like,0,challenger,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision.csv,selected_champion_family,text_like,0,statistical,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision.csv,decision_confidence,text_like,0,medium,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision.csv,conditions,text_like,0,Proceed through 5.31B closure pack; retain FastNeuralAR_MLP high-risk investigation and NBEATS/NHITS exclusion notes as non-champion conditions.,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision.csv,no_champion_reason,all_null_or_empty,1,,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,run_id,text_like,0,champion_decision,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,model_name,text_like,0,ARIMA_Fixed | ETS_Current | FixedGrowth_1_5 | FixedGrowth_3 | FixedGrowth_4,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,model_origin,text_like,0,baseline | challenger,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,model_family,text_like,0,statistical | growth_baseline | machine_learning | lightweight_neural,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,official_median_mase,numeric_like,0,11.789916350319965 | 8.65417111153676 | 8.649280961006667 | 12.989045570820014 | 16.52907963144241,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,official_median_rmsse,numeric_like,0,3.49334506602668 | 2.273019421267602 | 2.2718379673062783 | 3.019316356642247 | 4.072356391248675,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,supported_better_count,integer_like,0,3 | 4 | 6 | 2 | 1,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,supported_worse_count,integer_like,0,3 | 0 | 5 | 9 | 1,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,inconclusive_count,integer_like,0,6 | 8 | 5 | 2 | 7,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,risk_status,text_like,0,low | medium | high,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,audit_risk_flag,boolean_like,0,False | True,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,eligible_for_champion_consideration,boolean_like,0,True | False,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,manual_review_required,boolean_like,0,False | True,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,manual_review_reason,text_like,11,Risk status requires review: medium. | High-risk flag: extreme MASE/RMSSE and possible scale or recursive-collapse issue.,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,champion_candidate_status,text_like,0,eligible_candidate | ineligible_due_to_evidence | ineligible_due_to_risk,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_candidate_evaluation.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,run_id,text_like,0,champion_decision,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,model_name,text_like,0,ETS Explicit | AutoARIMA | FixedGrowth_1_5 | ETS_Current | LinearRegression,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,model_origin,text_like,0,challenger | baseline,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,model_family,text_like,0,statistical | growth_baseline | machine_learning | lightweight_neural,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,official_median_mase,numeric_like,0,6.901143533373399 | 8.088530320808188 | 8.649280961006667 | 8.65417111153676 | 9.49576945571986,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,official_median_rmsse,numeric_like,0,1.856193218184295 | 1.8590126984374988 | 2.2718379673062783 | 2.273019421267602 | 2.751763320667872,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,pairwise_support_strength,text_like,0,strong | limited | moderate | weak_or_negative,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,guardrail_status,text_like,0,acceptable | review_required | failed_or_high_risk,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,risk_status,text_like,0,low | medium | high,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,decision_eligibility,text_like,0,eligible_candidate | ineligible_due_to_evidence | ineligible_due_to_risk,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,decision_notes,text_like,0,pairwise=8 better/0 worse; status=eligible_candidate | pairwise=2 better/1 worse; status=eligible_candidate | pairwise=6 better/0 worse; status=eligible_candidate | pairwise=4 better/0 worse; status=eligible_candidate | pairwise=4 better/1 worse; status=eligible_candidate,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_scorecard.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,run_id,text_like,0,champion_decision,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,evidence_area,text_like,0,primary metric MASE | RMSSE guardrail | pairwise evidence | risk register | sanity review,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,finding,text_like,0,Lowest official median MASE: ETS Explicit=6.901143533373399 | Selected candidate RMSSE below guardrail threshold. | Selected candidate has 8 supported-better comparisons. | No high-risk flag on selected candidate. | 5.30A allowed proceed to 5.31.,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,supports_champion_selection,boolean_like,0,True,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,supports_no_champion,boolean_like,0,False,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,notes,text_like,0,"Lower is better. | RMSSE used as guardrail. | Evidence supports decision, not raw ranking alone. | High-risk candidates are not silently ignored. | 0 blockers / 0 major findings.",sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_evidence_summary.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,run_id,text_like,0,champion_decision,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,model_name,text_like,0,FastNeuralAR_MLP | NBEATS | NHITS | AUDIT_4 | audit_4,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,risk_type,text_like,0,severe_mase_or_rmsse_guardrail | extremely_high_mase | extremely_high_rmsse | partial_rows_excluded | dependency_deferral,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,risk_level,text_like,0,high | medium | advisory | minor,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,evidence,text_like,0,official_median_mase=739.921888; official_median_rmsse=164.622417 | official_median_mase=739.921888 | official_median_rmsse=164.622417 | Audit #4 F-015: pre-recovery NBEATS partial rows existed only in inventory/checkpoints. | NHITS deferred_dependency_blocked due to Python 3.14 / neuralforecast / ray incompatibility.,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,impact_on_champion_decision,text_like,0,Blocks or limits champion eligibility when high risk applies to a scored model. | Reviewed as non-blocking condition.,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,decision_treatment,text_like,0,carried_forward_and_reviewed | documented_non_blocking_condition,sampled first rows; null_count is sample-based for large files
outputs/model_lab/champion_decision/champion_decision_risk_review.csv,created_timestamp,date_like,0,2026-06-13T20:05:35,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_universe.csv,run_id,text_like,0,tournament_engine,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_universe.csv,model_name,text_like,0,ARIMA_Fixed | ETS_Current | LinearRegression | FixedGrowth_1_5 | FixedGrowth_3,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_universe.csv,model_origin,text_like,0,baseline | challenger,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_universe.csv,model_family,text_like,0,statistical | machine_learning | growth_baseline | lightweight_neural | deep_learning,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_universe.csv,included_in_tournament,boolean_like,0,True | False,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_universe.csv,exclusion_reason,text_like,13,deferred_runtime_impractical | deferred_dependency_blocked,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_universe.csv,audit_risk_flag,boolean_like,0,False | True,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_universe.csv,created_timestamp,date_like,0,2026-06-13T18:07:40,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,run_id,text_like,0,tournament_engine,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,model_name,text_like,0,ARIMA_Fixed | ETS_Current | FixedGrowth_1_5 | FixedGrowth_3 | FixedGrowth_4,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,model_origin,text_like,0,baseline | challenger,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,model_family,text_like,0,statistical | growth_baseline | machine_learning | lightweight_neural,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,entity_count,integer_like,0,39,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,official_median_mase,numeric_like,0,11.789916350319965 | 8.65417111153676 | 8.649280961006667 | 12.989045570820014 | 16.52907963144241,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,official_median_rmsse,numeric_like,0,3.49334506602668 | 2.273019421267602 | 2.2718379673062783 | 3.019316356642247 | 4.072356391248675,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,median_wmape,numeric_like,7,0.0099110042459386 | 0.0141636687639672 | 0.0087554067132253 | 0.0205606623453786 | 0.0156631620563462,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,median_smape,numeric_like,7,0.0099133359613967 | 0.0143406218739491 | 0.008735093329671 | 0.0207589117595503 | 0.0157679731880442,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,median_bias,numeric_like,7,-8.624581268780153 | -65.67108110529851 | -10.802205663621589 | -378.4171565921122 | -308.77216785833446,sampled first rows; null_count is sample-based for large files
outputs/model_lab/tournament_engine/tournament_model_scorecard.csv,mase_guardrail_status,text_like,0,pass | warning | fail,sampled first rows; null_count is sample-based for large files
